Match Flag	Item ID	Item Number	Item Description 1	Item Description 2	Branch Plant	Stocking Type	Division	Part Type	Div by Part Type	ItemID	ItemNumber	ThirdItemNumber	Description1	Description2	BranchPlant	Plant	BranchPlant_Desc	Company	StockingType	StockingType_Desc	Part_Type	ProductGroup	ProductGroup_Desc	ProductFamily	ProductFamily_Desc	ProductCode	ProductCode_Desc	CatCode4	CatCode4_Desc	CatCode6	CatCode6_Desc	CatCode7	CatCode7_Desc	CatCode8	CatCode8_Desc	CatCode9	CatCode9_Desc	ItemCatCode7	ItemCatCode7_Desc	ItemCatCode9	ItemCatCode9_Desc	CommodityClass	CommodityClass_Desc	CommoditySubclass	CommoditySubClass_Desc	PrimaryLastSupplierNumber	PlannerNumber	BuyerNumber	LineType	Product_Type	Product_Type_Desc	CrossRefType	CustomerSupplierItemNumber
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B276	CTC	MPD Shanghai DKSH Returns BP	647	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					4071	11289552	12314859	S	PER	Peripheral		
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B293	TAI	MPD Taiwan Consignment B/P	635	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					4071	11289552	0	S	PER	Peripheral		
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B297	SWE	Finland MPD B/P	390	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					0	11289552	0	S	PER	Peripheral		
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B307	SIN	MPD  Singapore DSKH Returns BP	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					4054	11289552	0	S	PER	Peripheral		
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B313	CEW	MPD Spain Distribution B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					4344	11289552	12314859	S	PER	Peripheral		
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B314	CEW	MPD Spain Returns B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					4344	11289552	12314859	S	PER	Peripheral		
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B326	HK	INACTIVEHongKong MPD CONSIG BP	600	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					4071	11289552	12314859	S	PER	Peripheral		
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B334	PX3	MPD 3PL - Restricted	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					4344	11327595	0	S	PER	Peripheral		
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B335	PX3	MPD 3PL - Returns	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					4344	11327595	0	S	PER	Peripheral		
3	10010319	7J02A	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B174	S	MPD	Finished Goods	MPDFinished Goods	10010319	7J02A	7.33E+11	"CV-7 SUTURE 18"" TTC-09 DA 1DZ"	GORE-TEX SUTURE	B336	PX3	MPD 3PL - Disaster Recovery	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MFS	Medical Standard Finished Gds	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	MS12	PERIPHERAL	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					4145	11327595	0	S	PER	Peripheral		
3	20040974	20040974	"IFU VBX 10.75"" L X 6"" W"		B122	P	MPD	Direct Purchased	MPDDirect Purchased	20040974	20040974	20040974	"IFU VBX 10.75"" L X 6"" W"		B122	WM	MPD Divisional Warehouse  B/P	8	P	"Purchased, Raw material"	Direct Purchased									MPM	Medical Purchased Materials		.				.		.		.					11039324	27120	27120	S				
3	20040974	20040974	"IFU VBX 10.75"" L X 6"" W"		B122	P	MPD	Direct Purchased	MPDDirect Purchased	20040974	20040974	20040974	"IFU VBX 10.75"" L X 6"" W"		B261	FP	Medical Fisher Point B/P	8	P	"Purchased, Raw material"	Direct Purchased									MPM	Medical Purchased Materials		.				.		.		.					4132	11497783	18116010	S				
3	10138382	5N14	"CV-5 SUTURE 36""PH-17 DA"	GORE-TEX SUTURE	B174	M	MPD	Intermediates	MPDIntermediates	10138382	5N14	7.33E+11	"CV-5 SUTURE 36""PH-17 DA"	GORE-TEX SUTURE	B174	APC	MPD APC B/P	8	M	Mfg. Assembly or Sub-Assembly	Intermediates	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP5	SUTURE-VASCULAR	NL8	SUTURE - VASCULAR	MMC	Medical MFG Components	PP050	SUTURES-VASCULAR	N3006A	Sterile sutures with needles	M99999	Not Applicable	PP050	SUTURES-VASCULAR	MS12	PERIPHERAL					0	11327595	0	S	PER	Peripheral		
3	10969711	10969711	"Module Frame 5x5x12"""	dwg: 5inch_Pilot_Frame	B005	P	IPD	Direct Purchased	IPDDirect Purchased	10969711	10969711	10969711	"Module Frame 5x5x12"""	dwg: 5inch_Pilot_Frame	B005	FH	Fair Hill B/P	5	P	"Purchased, Raw material"	Direct Purchased	JAM	Filtration Technologies	ICN	Mercury	IAS	IPD New Business Development				.		.				.		.		.					17598710	32721	32721	S				
3	3005708	02210500TC	GSC 02-2105-00 Rev.G	Teil C	B038	M	EPD	Intermediates	EPDIntermediates	3005708	02210500TC	02210500TC	GSC 02-2105-00 Rev.G	Teil C	B038	PLF	Pleinfeld B/P	350	M	Mfg. Assembly or Sub-Assembly	Intermediates	A17	Advanced Cable Solutions	ADR	Lithography	CDB	Round Cable Extruded Primaries				.		.			AM	POV Rev. M		.		.					0	17056	0	W				
3	10078130	DWR19	EM5 DWR FORMULATION # 19		B020	Z	FAB	Indirect Purchased	FABIndirect Purchased	10078130	DWR19	DWR19	EM5 DWR FORMULATION # 19		B020	EM5	Elk Mills V B/P	11	Z	Purchase ext-other supplies	Indirect Purchased					F02	DWR-FORMULA				.		.				.		.		.					0	0	0	S				
3	10766838	30162176	DA-I3W	MEMBRANE	B421	J	FAB	Intermediates	FABIntermediates	10766838	30162176	30162176	DA-I3W	MEMBRANE	B421	JG1	FAB PTC Japan B/P	671	J	Intermediate Goods-Receive Plt	Intermediates	FPR	OB - PRODUCTION RELATED MATERI	FMI	FILM AND INTERMEDIATES	FFL	FILM				.		.	Q3921A	ePTFE Membrane		.		.		.					4356	29600	29600	S				
3	10766838	30162176	DA-I3W	MEMBRANE	B421	J	FAB	Intermediates	FABIntermediates	10766838	30162176	30162176	DA-I3W	MEMBRANE	B180	SHZ	Shenzhen FAB B/P	648	J	Intermediate Goods-Receive Plt	Intermediates	FPR	OB - PRODUCTION RELATED MATERI	FMI	FILM AND INTERMEDIATES	FFL	FILM				.		.	Q3921A	ePTFE Membrane		.		.		.					4356	29600	29600	S				
3	10766838	30162176	DA-I3W	MEMBRANE	B421	J	GCT	Intermediates	FABIntermediates	10766838	30162176	30162176	DA-I3W	MEMBRANE	B460	JG1	Core Tech PTC Japan B/P	671	T	Intermediate Goods-Shipping PT	Intermediates	Q75	PTC1	Q30	FFF	Q43	Membrane	QB9	FFF		.		.	Q3921A	ePTFE Membrane		.		.		.					0	33860	33860	S				
3	10930560	NHGDWR07	NHG DWR Mix 07		B421	M	FAB	Intermediates	FABIntermediates	10930560	NHGDWR07	NHGDWR07	NHG DWR Mix 07		B421	JG1	FAB PTC Japan B/P	671	M	Mfg. Assembly or Sub-Assembly	Intermediates					F02	DWR-FORMULA				.		.				.		.		.					4106	0	0	S				
3	10835014	JKNT800000FSNF	SFG 6366NY/GNF 148 WHITE	EX800	B421	M	FAB	Intermediates	FABIntermediates	10835014	JKNT800000FSNF	JKNT800000FSNF	SFG 6366NY/GNF 148 WHITE	EX800	B421	JG1	FAB PTC Japan B/P	671	M	Mfg. Assembly or Sub-Assembly	Intermediates	F02	GORE® WINDSTOPPER® Products			F64	Laminate Feedstock				.		.	FKNT27	SFG 6366NY/GNF 148	F20L	2 LAYER		.	F20L	2 LAYER					4106	37192	37192	S				
3	10911673	KABA015000EDCU	SFG BS5000/45/EXGTD 148 PUFFIN	#A19634-0-1-2C	B421	M	FAB	Intermediates	FABIntermediates	10911673	KABA015000EDCU	KABA015000EDCU	SFG BS5000/45/EXGTD 148 PUFFIN	#A19634-0-1-2C	B421	JG1	FAB PTC Japan B/P	671	M	Mfg. Assembly or Sub-Assembly	Intermediates	F01	GORE-TEX® Products			F64	Laminate Feedstock				.		.	FABA2D	SFG BS5000/45/EXGTD 148	F20L	2 LAYER		.	F20L	2 LAYER					4106	37192	37192	S				
3	10911693	KABA003000FSEDU	SFG BS5000/EXGTD 148 NICKEL		B421	M	FAB	Intermediates	FABIntermediates	10911693	KABA003000FSEDU	KABA003000FSEDU	SFG BS5000/EXGTD 148 NICKEL		B421	JG1	FAB PTC Japan B/P	671	M	Mfg. Assembly or Sub-Assembly	Intermediates	F01	GORE-TEX® Products			F64	Laminate Feedstock				.		.	FABA2B	SFG BS5000/EXGTD 148	F20L	2 LAYER		.	F20L	2 LAYER					4106	37192	37192	S				
3	10911760	KABA008000SFRU	STM BS5000/GP-GTD KY08 GREY		B421	M	FAB	Intermediates	FABIntermediates	10911760	KABA008000SFRU	KABA008000SFRU	STM BS5000/GP-GTD KY08 GREY		B421	JG1	FAB PTC Japan B/P	671	M	Mfg. Assembly or Sub-Assembly	Intermediates	F07	GORE® Products			F47	Jumbo Feedstock				.		.	FABA2I	STM BS5000/GP-GTD	F20L	2 LAYER		.	F20L	2 LAYER					4106	37192	37192	S				
3	3011768	25911RCT1	25911/RC Rev.C Teil 1	Teil 1 v 1	B038	M	EPD	Intermediates	EPDIntermediates	3011768	25911RCT1	25911RCT1	25911/RC Rev.C Teil 1	Teil 1 v 1	B038	PLF	Pleinfeld B/P	350	M	Mfg. Assembly or Sub-Assembly	Intermediates	A17	Advanced Cable Solutions	ADR	Lithography	CDC	Round Cable Wrapped Primaries				.		.			AC	POV Rev. C		.		.					0	17056	0	W				
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B314	CEW	MPD Spain Returns B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	PX3	MPD 3PL - Distribution	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4054	16316384	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B009	MC	Medical Central B/P2	8	S	"Finished Goods, Manufactured"	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4219	16316384	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B196	SIN	Singapore MPD Consignment B/P	625	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B042	PU2	Putzbrunn II B/P	350	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B085	HP	UK MPD B/P	300	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B114	FP	Medical Consignment B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B115	FP	Medical Returned Product B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	16316384	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B140	SIN	Singapore MPD B/P	625	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	12314856	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B144		France MPD B/P	340	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B147	ITA	Italy MPD B/P	371	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B150	ESP	Spain MPD B/P	381	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B153	SWE	Sweden MPD B/P	390	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B158	NLD	Netherlands MPD B/P	365	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B161		Austria MPD B/P	367	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					0	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B164	BEL	Belgium MPD B/P	365	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B181	CEW	MPD Holland Returns B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					4344	11289555	0	S	PER	Peripheral		
3	10009393	ST0808	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B333	G	MPD	Finished Goods	MPDFinished Goods	10009393	ST0808	7.33E+11	STRETCH THIN WALL 8MM X 80CM	GORE-TEX STRETCH GRAFT	B250	SWE	Norway MPD B/P	390	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NP4	LEGACY VG	NY6	LEGACY VG - LOWER LIMB	MFS	Medical Standard Finished Gds	PP046	STRETCH SM DIAMETER	N9021A	Implantable devices	MS12	PERIPHERAL	PP046	STRETCH SM DIAMETER	MS12	PERIPHERAL					8	11289555	0	S	PER	Peripheral		
