Year,PlayerName,Position
2016-2017,Michael Paliotta,D
2016-2017,Brandon Pirri,RW
2016-2017,Matt Puempel,LW
2016-2017,Antti Raanta,G
2016-2017,Joseph Raaymakers,G
2016-2017,Ty Ronning,RW
2016-2017,Mackenzie Skapski,G
2016-2017,Brady Skjei,D
2016-2017,Brendan Smith,D
2016-2017,Marc Staal,D
2016-2017,Derek Stepan,C
2016-2017,Malte Stromwall,LW
2016-2017,Chris Summers,D
2016-2017,Adam Tambellini,C
2016-2017,Jimmy Vesey,LW
2016-2017,Sergey Zborovskiy,D
2016-2017,Mika Zibanejad,C
2016-2017,Mats Zuccarello,RW
2016-2017,Josh Archibald,RW
2016-2017,Zach Aston-Reese,C
2016-2017,Lukas Bengtsson,D
2016-2017,Theodor Blueger,C
2016-2017,Nick Bonino,C
2016-2017,Ian Cole,D
2016-2017,Mike Condon,G
2016-2017,Frank Corrado,D
2016-2017,Sidney Crosby,C
2016-2017,Matt Cullen,C
2016-2017,Trevor Daley,D
2016-2017,Jean-Sebastien Dea,C
2016-2017,Casey DeSmith,G
2016-2017,Thomas Di Pauli,C
2016-2017,Brian Dumoulin,D
2016-2017,Pascal Dupuis,RW
2016-2017,Tim Erixon,D
2016-2017,Eric Fehr,C
2016-2017,Marc-Andre Fleury,G
2016-2017,Reid Gardiner,RW
2016-2017,Cameron Gaunce,D
2016-2017,Sahir Gill,C
2016-2017,Barry Goers,D
2016-2017,Jake Guentzel,C
2016-2017,Carl Hagelin,LW
2016-2017,Ryan Haggerty,RW
2016-2017,Ron Hainsey,D
2016-2017,Christian Hilbrich,LW
2016-2017,Patric Hornqvist,RW
2016-2017,Leland Irving,G
2016-2017,Tristan Jarry,G
2016-2017,Phil Kessel,RW
2016-2017,Tom Kostopoulos,RW
2016-2017,Adam Krause,C
2016-2017,Danny Kristo,RW
2016-2017,Tom Kuhnhackl,RW
2016-2017,Chris Kunitz,LW
2016-2017,Kris Letang,D
2016-2017,Olli Maatta,D
2016-2017,Sean Maguire,G
2016-2017,Evgeni Malkin,C
2016-2017,James McEwan,C
2016-2017,Reid McNeill,D
2016-2017,Matt Murray,G
2016-2017,Steve Oleksy,D
2016-2017,Stuart Percy,D
2016-2017,Kevin Porter,C
2016-2017,Derrick Pouliot,D
2016-2017,Ethan Prow,D
2016-2017,Gage Quinney,LW
2016-2017,Carter Rowney,RW
2016-2017,Chad Ruhwedel,D
2016-2017,Bryan Rust,RW
2016-2017,Justin Schultz,D
2016-2017,Ryan Segalla,D
2016-2017,Tom Sestito,LW
2016-2017,Conor Sheary,LW
2016-2017,Dominik Simon,C
2016-2017,Daniel Sprong,RW
2016-2017,Mark Streit,D
2016-2017,Oskar Sundqvist,C
2016-2017,David Warsofsky,D
2016-2017,Garrett Wilson,LW
2016-2017,Scott Wilson,LW
2016-2017,Sebastian Aho,RW
2016-2017,Daniel Altshuller,G
2016-2017,Jorge Alves,G
2016-2017,Jake Bean,D
2016-2017,Bryan Bickell,LW
2016-2017,Clark Bishop,C
2016-2017,Callum Booth,G
2016-2017,Connor Brickley,C
2016-2017,Patrick Brown,C
2016-2017,Trevor Carrick,D
2016-2017,Jake Chelios,D
2016-2017,Klas Dahlbeck,D
2016-2017,Phillip Di Giuseppe,LW
2016-2017,Justin Faulk,D
2016-2017,Haydn Fleury,D
2016-2017,Warren Foegele,LW
2016-2017,Martin Frk,RW
2016-2017,Tyler Ganly,D
2016-2017,Julien Gauthier,RW
2016-2017,Ben Gleason,D
2016-2017,Ron Hainsey,D
2016-2017,Noah Hanifin,D
2016-2017,Erik Karlsson,LW
2016-2017,Danny Kristo,RW
2016-2017,Janne Kuokkanen,C
2016-2017,Eddie Lack,G
2016-2017,Michael Leighton,G
2016-2017,Elias Lindholm,C
2016-2017,Keegan Lowe,D
2016-2017,Jay McClement,C
2016-2017,Brock McGinn,LW
2016-2017,Roland McKeown,D
2016-2017,Andrew Miller,C
2016-2017,Ryan Murphy,D
2016-2017,Jakub Nakladal,D
2016-2017,Alex Nedeljkovic,G
2016-2017,Andrej Nestrasil,C
2016-2017,Joakim Nordstrom,LW
2016-2017,Brett Pesce,D
2016-2017,Andrew Poturalski,C
2016-2017,Victor Rask,C
2016-2017,Ty Rattie,RW
2016-2017,Dennis Robertson,D
2016-2017,Nicolas Roy,C
2016-2017,Derek Ryan,C
2016-2017,Aleksi Saarela,C
2016-2017,Philip Samuelsson,D
2016-2017,Jeff Skinner,LW
2016-2017,Jaccob Slavin,D
2016-2017,Spencer Smallman,RW
2016-2017,Jordan Staal,C
2016-2017,Viktor Stalberg,LW
2016-2017,Lee Stempniak,RW
2016-2017,Brody Sutter,C
2016-2017,Matt Tennyson,D
2016-2017,Teuvo Teravainen,LW
2016-2017,Sergey Tolchinsky,LW
2016-2017,Raffi Torres,LW
2016-2017,Lucas Wallmark,C
2016-2017,Cam Ward,G
2016-2017,Josh Wesley,D
2016-2017,Brendan Woods,LW
2016-2017,Valentin Zykov,LW
2016-2017,Mark Alt,D
2016-2017,Nicolas Aube-Kubel,RW
2016-2017,Pierre-Edouard Bellemare,LW
2016-2017,T.J. Brennan,D
2016-2017,Connor Bunnaman,C
2016-2017,Greg Carey,LW
2016-2017,Chris Conner,RW
2016-2017,Nick Cousins,C
2016-2017,Sean Couturier,C
2016-2017,Mark Dekanich,G
2016-2017,Michael Del Zotto,D
2016-2017,Samuel Dove-McFalls,C
2016-2017,Radel Fazleev,C
2016-2017,Valtteri Filppula,C
2016-2017,Mark Friedman,D
2016-2017,Claude Giroux,C
2016-2017,Boyd Gordon,C
2016-2017,Shayne Gostisbehere,D
2016-2017,Tyrell Goulbourne,LW
2016-2017,Radko Gudas,D
2016-2017,Robert Hagg,D
2016-2017,Carter Hart,G
2016-2017,Corban Knight,C
2016-2017,Travis Konecny,C
2016-2017,Pascal Laberge,C
2016-2017,Maxim Lamarche,D
2016-2017,Scott Laughton,C
2016-2017,Taylor Leier,LW
2016-2017,Alex Lyon,G
2016-2017,Roman Lyubimov,LW
2016-2017,Andrew MacDonald,D
2016-2017,Brandon Manning,D
2016-2017,Danick Martel,LW
2016-2017,Steve Mason,G
2016-2017,Chris McCarthy,C
2016-2017,Colin McDonald,C
2016-2017,Garrett McFadden,D
2016-2017,Brennan Menell,D
2016-2017,Andy Miele,C
2016-2017,Samuel Morin,D
2016-2017,Philippe Myers,D
2016-2017,Michal Neuvirth,G
2016-2017,Will O'Neill,D
2016-2017,Martin Ouellette,G
2016-2017,Jesper Pettersson,D
2016-2017,Ivan Provorov,D
2016-2017,Michael Raffl,LW
2016-2017,Matt Read,RW
2016-2017,Anthony Salinitri,C
2016-2017,Travis Sanheim,D
2016-2017,Brayden Schenn,C
2016-2017,Nick Schultz,D
2016-2017,Wayne Simmonds,RW
2016-2017,Anthony Stolarz,G
2016-2017,Petr Straka,RW
2016-2017,Mark Streit,D
2016-2017,Kevin Sundher,C
2016-2017,Steven Swauley,RW
2016-2017,Carsen Twarynski,C
2016-2017,Chris VandeVelde,C
2016-2017,Jakub Voracek,RW
2016-2017,Jordan Weal,C
2016-2017,Dale Weise,RW
2016-2017,Reece Willcox,D
2016-2017,Mark Zengerle,C
2016-2017,Josh Bailey,LW
2016-2017,Mathew Barzal,C
2016-2017,Anthony Beauvillier,LW
2016-2017,Steve Bernier,RW
2016-2017,Jean-Francois Berube,G
2016-2017,Eric Boulton,LW
2016-2017,Johnny Boychuk,D
2016-2017,Kyle Burroughs,D
2016-2017,Jason Chimera,LW
2016-2017,Casey Cizikas,C
2016-2017,Cal Clutterbuck,RW
2016-2017,Michael Dal Colle,LW
2016-2017,Calvin de Haan,D
2016-2017,Matthew Finn,D
2016-2017,Tanner Fritz,C
2016-2017,Christopher Gibson,G
2016-2017,Stephen Gionta,RW
2016-2017,Mikhail Grabovski,C
2016-2017,Jesse Graham,D
2016-2017,Thomas Greiss,G
2016-2017,Jaroslav Halak,G
2016-2017,Travis Hamonic,D
2016-2017,Thomas Hickey,D
2016-2017,Ben Holmstrom,C
2016-2017,Josh Ho-Sang,RW
2016-2017,Ross Johnston,LW
2016-2017,Bracken Kearns,C
2016-2017,Nikolay Kulemin,LW
2016-2017,Andrew Ladd,LW
2016-2017,Nick Leddy,D
2016-2017,Loic Leduc,D
2016-2017,Anders Lee,LW
2016-2017,Colin Markison,RW
2016-2017,Scott Mayfield,D
2016-2017,Eamon McAdam,G
2016-2017,Brock Nelson,LW
2016-2017,PA Parenteau,RW
2016-2017,Adam Pelech,D
2016-2017,Shane Prince,LW
2016-2017,Ryan Pulock,D
2016-2017,David Quenneville,D
2016-2017,Alan Quine,C
2016-2017,Kyle Schempp,C
2016-2017,Dennis Seidenberg,D
2016-2017,Ryan Strome,RW
2016-2017,John Tavares,C
2016-2017,Devon Toews,D
2016-2017,Mitchell Vande Sompel,D
2016-2017,Carter Verhaeghe,LW
2016-2017,Stephon Williams,G
2016-2017,Joshua Winquist,LW
2016-2017,Parker Wotherspoon,D
2016-2017,Ken Appleby,G
2016-2017,Yohann Auvitu,D
2016-2017,Brandon Baddock,LW
2016-2017,Nathan Bastian,RW
2016-2017,Beau Bennett,RW
2016-2017,Mackenzie Blackwood,G
2016-2017,Joseph Blandisi,LW
2016-2017,Reid Boucher,LW
2016-2017,Michael Cammalleri,LW
2016-2017,Carter Camper,C
2016-2017,Blake Coleman,C
2016-2017,Vernon Fiddler,LW
2016-2017,Luke Gazdic,LW
2016-2017,Brian Gibbons,C
2016-2017,Brandon Gignac,C
2016-2017,Brandon Gormley,D
2016-2017,Andy Greene,D
2016-2017,Taylor Hall,LW
2016-2017,Shane Harper,RW
2016-2017,Seth Helgeson,D
2016-2017,Adam Henrique,C
2016-2017,Joshua Jacobs,D
2016-2017,Jacob Josefson,C
2016-2017,Sergey Kalinin,C
2016-2017,Keith Kinkaid,G
2016-2017,Ryan Kujawinski,LW
2016-2017,Nick Lappin,RW
2016-2017,Anders Lindback,G
2016-2017,Ben Lovejoy,D
2016-2017,Andrew MacWilliam,D
2016-2017,Michael McLeod,C
2016-2017,Jon Merrill,D
2016-2017,John Moore,D
2016-2017,Vojtech Mozik,D
2016-2017,Stefan Noesen,RW
2016-2017,Kyle Palmieri,RW
2016-2017,PA Parenteau,RW
2016-2017,Rod Pelley,C
2016-2017,Blake Pietila,LW
2016-2017,Dalton Prout,D
2016-2017,John Quenneville,C
2016-2017,Kyle Quincey,D
2016-2017,Kevin Rooney,C
2016-2017,Steven Santini,D
2016-2017,Marc Savard,C
2016-2017,Reece Scarlett,D
2016-2017,Cory Schneider,G
2016-2017,Damon Severson,D
2016-2017,Ben Sexton,C
2016-2017,Devante Smith-Pelly,RW
2016-2017,Blake Speers,C
2016-2017,Karl Stollery,D
2016-2017,Ben Thomson,LW
2016-2017,Scott Wedgewood,G
2016-2017,Colin White,D
2016-2017,Miles Wood,LW
2016-2017,Pavel Zacha,C
2016-2017,Travis Zajac,C
2016-2017,Karl Alzner,D
2016-2017,Nicklas Backstrom,C
2016-2017,Riley Barber,RW
2016-2017,Jay Beagle,RW
2016-2017,Chris Bourque,LW
2016-2017,Ryan Bourque,C
2016-2017,Madison Bowey,D
2016-2017,Travis Boyd,C
2016-2017,Andre Burakovsky,LW
2016-2017,Joe Cannata,G
2016-2017,Paul Carey,C
2016-2017,Adam Carlson,G
2016-2017,John Carlson,D
2016-2017,Taylor Chorney,D
2016-2017,Brett Connolly,RW
2016-2017,Pheonix Copley,G
2016-2017,Cody Corbett,D
2016-2017,Dan DeSalvo,C
2016-2017,Darren Dietz,D
2016-2017,Christian Djoos,D
2016-2017,Lars Eller,C
2016-2017,Stanislav Galiev,RW
2016-2017,Dustin Gazley,C
2016-2017,Tom Gilbert,D
2016-2017,Philipp Grubauer,G
2016-2017,Connor Hobbs,D
2016-2017,Braden Holtby,G
2016-2017,Lucas Johansen,D
2016-2017,Marcus Johansson,LW
2016-2017,Evgeny Kuznetsov,C
2016-2017,Hubert Labrie,D
2016-2017,Nolan LaPorte,RW
2016-2017,Joey Leach,D
2016-2017,Tyler Lewington,D
2016-2017,Drew MacIntyre,G
2016-2017,Beck Malenstyn,C
2016-2017,Brad Malone,C
2016-2017,Dylan Margonari,LW
2016-2017,Tim McGauley,C
2016-2017,Steve Mcparland,RW
2016-2017,Parker Milner,G
2016-2017,Garrett Mitchell,RW
2016-2017,Domenic Monardo,RW
2016-2017,Aaron Ness,D
2016-2017,Matt Niskanen,D
2016-2017,Liam O'Brien,LW
2016-2017,Dmitry Orlov,D
2016-2017,Brooks Orpik,D
2016-2017,T.J. Oshie,RW
2016-2017,Alex Ovechkin,LW
2016-2017,John Parker,RW
2016-2017,Garrett Pilon,C
2016-2017,Josh Pitt,RW
2016-2017,Zach Sanford,C
2016-2017,Nate Schmidt,D
2016-2017,Kevin Shattenkirk,D
2016-2017,Jonas Siegenthaler,D
2016-2017,Zach Sill,C
2016-2017,Chandler Stephenson,C
2016-2017,Christian Thomas,LW
2016-2017,Vitek Vanecek,G
2016-2017,Jakub Vrana,LW
2016-2017,Nathan Walker,C
2016-2017,Colby Williams,D
2016-2017,Jay Williams,G
2016-2017,Justin Williams,RW
2016-2017,Tom Wilson,RW
2016-2017,Daniel Winnik,LW
2016-2017,Dmitriy Zaitsev,D
2016-2017,Vitaly Abramov,RW
2016-2017,Josh Anderson,RW
2016-2017,Cam Atkinson,RW
2016-2017,Keith Aulie,D
2016-2017,Francis Beauvillier,C
2016-2017,Marc-Andre Bergeron,D
2016-2017,Paul Bittner,LW
2016-2017,Oliver Bjorkstrand,RW
2016-2017,Sergei Bobrovsky,G
2016-2017,Alexander Broadhurst,C
2016-2017,Jeremy Brodeur,G
2016-2017,Mike Brown,RW
2016-2017,Matt Calvert,LW
2016-2017,Gregory Campbell,C
2016-2017,David Clarkson,RW
2016-2017,Ryan Craig,C
2016-2017,Zac Dalpe,C
2016-2017,Brandon Dubinsky,C
2016-2017,Pierre-Luc Dubois,LW
2016-2017,Patrick Dwyer,C
2016-2017,Nick Foligno,LW
2016-2017,Anton Forsberg,G
2016-2017,Sam Gagner,C
2016-2017,Brett Gallant,LW
2016-2017,Stephen Gibson,D
2016-2017,Cody Goloubef,D
2016-2017,Markus Hannikainen,LW
2016-2017,Scott Harrington,D
2016-2017,Scott Hartnell,LW
2016-2017,Dillon Heatherington,D
2016-2017,Michael Houser,G
2016-2017,Boone Jenner,C
2016-2017,Jack Johnson,D
2016-2017,Seth Jones,D
2016-2017,William Karlsson,C
2016-2017,Keegan Kolesar,RW
2016-2017,Lauri Korpikoski,LW
2016-2017,Joonas Korpisalo,G
2016-2017,Dean Kukan,D
2016-2017,Darby Llewellyn,C
2016-2017,Curtis McElhinney,G
2016-2017,Sonny Milano,LW
2016-2017,Nick Moutrey,C
2016-2017,Ryan Murray,D
2016-2017,Markus Nutivaara,D
2016-2017,Aaron Palushaj,RW
2016-2017,Lucas Peressini,G
2016-2017,Dalton Prout,D
2016-2017,Kyle Quincey,D
2016-2017,John Ramage,D
2016-2017,Sam Ruopp,D
2016-2017,Brandon Saad,LW
2016-2017,Dante Salituro,RW
2016-2017,David Savard,D
2016-2017,Justin Scott,C
2016-2017,Lukas Sedlak,LW
2016-2017,Kole Sherwood,RW
2016-2017,Blake Siebenaler,D
2016-2017,Jaime Sifers,D
2016-2017,Ryan Stanton,D
2016-2017,Jarret Stoll,C
2016-2017,Brad Thiessen,G
2016-2017,Calvin Thurkauf,LW
2016-2017,T.J. Tynan,RW
2016-2017,Alexander Wennberg,C
2016-2017,Zach Werenski,D
2016-2017,Oleg Yevenko,D
2016-2017,Daniel Zaar,RW
2016-2017,Craig Anderson,G
2016-2017,Casey Bailey,RW
2016-2017,Matt Bartkowski,D
2016-2017,Michael Blunden,RW
2016-2017,Mark Borowiecki,D
2016-2017,Derick Brassard,C
2016-2017,Logan Brown,C
2016-2017,Alexandre Burrows,LW
2016-2017,Chris Carlisle,D
2016-2017,Cody Ceci,D
2016-2017,Thomas Chabot,D
2016-2017,Filip Chlapik,C
2016-2017,Fredrik Claesson,D
2016-2017,Mike Condon,G
2016-2017,Chris DiDomenico,RW
2016-2017,Cody Donaghey,D
2016-2017,Chris Driedger,G
2016-2017,Vincent Dunn,C
2016-2017,Ryan Dzingel,LW
2016-2017,Andreas Englund,D
2016-2017,Macoy Erkamps,D
2016-2017,Kyle Flanagan,C
2016-2017,Gabriel Gagne,C
2016-2017,Brandon Gormley,D
2016-2017,Scott Greenham,G
2016-2017,Marc Hagel,RW
2016-2017,Andrew Hammond,G
2016-2017,Stephen Harper,C
2016-2017,Ben Harpur,D
2016-2017,Mike Hoffman,LW
2016-2017,Jyrki Jokipakka,D
2016-2017,Erik Karlsson,D
2016-2017,Chris Kelly,C
2016-2017,Michael Kostka,D
2016-2017,Maxime Lajoie,D
2016-2017,Curtis Lazar,RW
2016-2017,Guillaume Lepine,D
2016-2017,Clarke MacArthur,LW
2016-2017,Max McCormick,RW
2016-2017,Marc Methot,D
2016-2017,Chad Nehring,RW
2016-2017,Chris Neil,RW
2016-2017,Matt O'Connor,G
2016-2017,Jean-Gabriel Pageau,C
2016-2017,Nick Paul,LW
2016-2017,Francis Perron,LW
2016-2017,Dion Phaneuf,D
2016-2017,Matt Puempel,LW
2016-2017,Tom Pyatt,LW
2016-2017,Buddy Robinson,RW
2016-2017,Ryan Rupert,C
2016-2017,Bobby Ryan,RW
2016-2017,Patrick Sieloff,D
2016-2017,Zack Smith,C
2016-2017,Viktor Stalberg,LW
2016-2017,Mark Stone,RW
2016-2017,Zack Stortini,RW
2016-2017,Kyle Turris,C
2016-2017,Phil Varone,C
2016-2017,Chris Wideman,D
2016-2017,Tommy Wingels,C
2016-2017,Brady Austin,D
2016-2017,Justin Bailey,RW
2016-2017,Nicholas Baptiste,RW
2016-2017,Mac Bennett,D
2016-2017,Mat Bodie,D
2016-2017,Zach Bogosian,D
2016-2017,Vojtech Budik,D
2016-2017,Erik Burgdoerfer,D
2016-2017,William Carrier,LW
2016-2017,Daniel Catenacci,LW
2016-2017,Eric Cornel,C
2016-2017,Nicolas Deslauriers,LW
2016-2017,Jean Dupuy,C
2016-2017,Jack Eichel,C
2016-2017,Tyler Ennis,LW
2016-2017,Giorgio Estephan,C
2016-2017,Justin Falk,D
2016-2017,Hudson Fasching,RW
2016-2017,Taylor Fedun,D
2016-2017,Marcus Foligno,LW
2016-2017,Cody Franson,D
2016-2017,Paul Geiger,D
2016-2017,Brian Gionta,RW
2016-2017,Zemgus Girgensons,C
2016-2017,Vasii Glotov,C
2016-2017,Josh Gorges,D
2016-2017,Derek Grant,C
2016-2017,Brendan Guhle,D
2016-2017,Brandon Hagel,LW
2016-2017,Evander Kane,LW
2016-2017,Vaclav Karabacek,RW
2016-2017,Jason Kasdorf,G
2016-2017,Justin Kea,C
2016-2017,Dmitry Kulikov,D
2016-2017,Matthew Lane,C
2016-2017,Johan Larsson,C
2016-2017,Robin Lehner,G
2016-2017,Brycen Martin,D
2016-2017,Jake McCabe,D
2016-2017,Cody McCormick,C
2016-2017,Matt Moulson,LW
2016-2017,John Muse,G
2016-2017,Casey Nelson,D
2016-2017,Anders Nilsson,G
2016-2017,Alexander Nylander,RW
2016-2017,Kyle Okposo,RW
2016-2017,Cal O'Reilly,C
2016-2017,Ryan O'Reilly,C
2016-2017,Austin Osmanski,D
2016-2017,Cliff Pu,RW
2016-2017,Sam Reinhart,C
2016-2017,Rasmus Ristolainen,D
2016-2017,Evan Rodrigues,LW
2016-2017,Cole Schneider,LW
2016-2017,Devante Stephens,D
2016-2017,Linus Ullmark,G
2016-2017,Jeremiah Addison,LW
2016-2017,Yury Alexandrov,D
2016-2017,Sven Andrighetto,RW
2016-2017,Daniel Audette,C
2016-2017,Justin Baker,D
2016-2017,Mark Barberio,D
2016-2017,Nathan Beaulieu,D
2016-2017,Jordie Benn,D
2016-2017,Jeremie Blain,D
2016-2017,Tim Bozon,LW
2016-2017,David Broll,LW
2016-2017,Paul Byron,LW
2016-2017,Daniel Carr,LW
2016-2017,Mathieu Coderre-Gagnon,LW
2016-2017,Mike Condon,G
2016-2017,Connor Crisp,C
2016-2017,Phillip Danault,LW
2016-2017,Brandon Davidson,D
2016-2017,Jacob De La Rose,LW
2016-2017,David Desharnais,C
2016-2017,Phil Desimone,LW
2016-2017,Josiah Didier,D
2016-2017,Markus Eisenschmid,C
2016-2017,Alexei Emelin,D
2016-2017,Bobby Farnham,RW
2016-2017,Brian Flynn,C
2016-2017,Max Friberg,RW
2016-2017,Zachary Fucale,G
2016-2017,Alex Galchenyuk,C
2016-2017,Brendan Gallagher,RW
2016-2017,Jeremy Gregoire,C
2016-2017,Joel Hanley,D
2016-2017,Charles Hudon,LW
2016-2017,Ryan Johnston,D
2016-2017,Noah Juulsen,D
2016-2017,Dwight King,LW
2016-2017,Artturi Lehkonen,LW
2016-2017,Brett Lernout,D
2016-2017,Charlie Lindgren,G
2016-2017,Keegan Lowe,D
2016-2017,Mark MacMillan,C
2016-2017,Andrei Markov,D
2016-2017,Andreas Martinsen,LW
2016-2017,Stefan Matteau,C
2016-2017,Michael McCarron,RW
2016-2017,Michael McNiven,G
2016-2017,Torrey Mitchell,C
2016-2017,Stefano Momesso,LW
2016-2017,Al Montoya,G
2016-2017,Nikita Nesterov,D
2016-2017,Steve Ott,C
2016-2017,Max Pacioretty,LW
2016-2017,Thomas Parisi,D
2016-2017,Greg Pateryn,D
2016-2017,Jeff Petry,D
2016-2017,Tomas Plekanec,C
2016-2017,Carey Price,G
2016-2017,Alexander Radulov,RW
2016-2017,Zach Redmond,D
2016-2017,Philip Samuelsson,D
2016-2017,Nikita Scherbak,RW
2016-2017,Mikhail Sergachev,D
2016-2017,Andrew Shaw,C
2016-2017,Chris Terry,LW
2016-2017,Dalton Thrower,D
2016-2017,Yannick Veilleux,LW
2016-2017,Shea Weber,D
2016-2017,Noel Acciari,C
2016-2017,Linus Arnesson,D
2016-2017,David Backes,RW
2016-2017,Matt Beleskey,LW
2016-2017,Patrice Bergeron,C
2016-2017,Anton Blidh,LW
2016-2017,Chris Breen,D
2016-2017,Brandon Carlo,D
2016-2017,Chris Casto,D
2016-2017,Colby Cave,C
2016-2017,Peter Cehlarik,LW
2016-2017,Zdeno Chara,D
2016-2017,Tommy Cross,D
2016-2017,Austin Czarnik,C
2016-2017,Jake DeBrusk,LW
2016-2017,Christian Ehrhoff,D
2016-2017,Brian Ferlin,RW
2016-2017,Jesse Gabrielle,C
2016-2017,Alex Grant,D
2016-2017,Seth Griffith,C
2016-2017,Matt Grzelcyk,D
2016-2017,Colton Hargrove,LW
2016-2017,Jimmy Hayes,RW
2016-2017,Danton Heinen,C
2016-2017,Justin Hickman,RW
2016-2017,Anton Khudobin,G
2016-2017,David Krejci,C
2016-2017,Torey Krug,D
2016-2017,Sean Kuraly,C
2016-2017,Jeremy Lauzon,D
2016-2017,John-Michael Liles,D
2016-2017,Brad Marchand,LW
2016-2017,Zane McIntyre,G
2016-2017,Adam McQuaid,D
2016-2017,Colin Miller,D
2016-2017,Kevan Miller,D
2016-2017,Dominic Moore,C
2016-2017,Joe Morrow,D
2016-2017,Peter Mueller,C
2016-2017,Riley Nash,C
2016-2017,Rob O'Gara,D
2016-2017,David Pastrnak,RW
2016-2017,Tyler Randell,RW
2016-2017,Tuukka Rask,G
2016-2017,Zac Rinaldo,C
2016-2017,Alex Roach,D
2016-2017,Tim Schaller,C
2016-2017,Zach Senyshyn,RW
2016-2017,Ryan Spooner,C
2016-2017,Drew Stafford,RW
2016-2017,Malcolm Subban,G
2016-2017,Frank Vatrano,C
2016-2017,Dan Vladar,G
2016-2017,A.J. White,C
2016-2017,Jakub Zboril,D
2016-2017,Jonathan Ang,C
2016-2017,Chase Balisy,C
2016-2017,Aleksander Barkov,C
2016-2017,Reto Berra,G
2016-2017,Nick Bjugstad,C
2016-2017,Graham Black,C
2016-2017,Tim Bozon,LW
2016-2017,Connor Brickley,C
2016-2017,Sam Brittain,G
2016-2017,Joshua Brown,D
2016-2017,Rihards Bukarts,RW
2016-2017,Jason Demers,D
2016-2017,Michael Downing,D
2016-2017,Aaron Ekblad,D
2016-2017,Justin Fontaine,RW
2016-2017,Anthony Greco,RW
2016-2017,Seth Griffith,C
2016-2017,Shane Harper,RW
2016-2017,Jayce Hawryluk,C
2016-2017,Steven Hodges,C
2016-2017,Ryan Horvat,LW
2016-2017,Jonathan Huberdeau,LW
2016-2017,Linus Hultstrom,D
2016-2017,Dryden Hunt,LW
2016-2017,Jaromir Jagr,RW
2016-2017,Jussi Jokinen,LW
2016-2017,Steven Kampfer,D
2016-2017,Jakub Kindl,D
2016-2017,Juho Lammikko,LW
2016-2017,Roberto Luongo,G
2016-2017,Zac Lynch,RW
2016-2017,Stephen MacAulay,C
2016-2017,Derek MacKenzie,C
2016-2017,Denis Malgin,C
2016-2017,Jonathan Marchessault,C
2016-2017,Michael Matheson,D
2016-2017,Jared McCann,C
2016-2017,Ian McCoshen,D
2016-2017,Dylan McIlrath,D
2016-2017,Greg McKegg,C
2016-2017,Mike McKenna,G
2016-2017,Samuel Montembeault,G
2016-2017,Adam Pardy,D
2016-2017,Alex Petrovic,D
2016-2017,Mark Pysyk,D
2016-2017,Jonathan Racine,D
2016-2017,Kyle Rau,C
2016-2017,Brent Regner,D
2016-2017,James Reimer,G
2016-2017,Reece Scarlett,D
2016-2017,Colton Sceviour,C
2016-2017,Thomas Schemitsch,D
2016-2017,Bobby Segin,G
2016-2017,Eric Semborski,G
2016-2017,Michael Sgarbossa,C
2016-2017,Logan Shaw,RW
2016-2017,Reilly Smith,RW
2016-2017,Colin Stevens,G
2016-2017,Riley Stillman,D
2016-2017,Brody Sutter,C
2016-2017,Paul Thompson,RW
2016-2017,Shawn Thornton,LW
2016-2017,Vincent Trocheck,C
2016-2017,Brady Vail,C
2016-2017,Thomas Vanek,LW
2016-2017,MacKenzie Weegar,D
2016-2017,Adam Wilcox,G
2016-2017,Edward Wittchow,D
2016-2017,Keith Yandle,D
2016-2017,Frederik Andersen,G
2016-2017,Antoine Bibeau,G
2016-2017,Brian Boyle,C
2016-2017,Tyler Bozak,C
2016-2017,Jeremy Bracco,RW
2016-2017,Adam Brooks,C
2016-2017,Nikolas Brouillard,D
2016-2017,Connor Brown,RW
2016-2017,Tony Cameranesi,C
2016-2017,Andrew Campbell,D
2016-2017,Connor Carrick,D
2016-2017,Marc-Andre Cliche,C
2016-2017,Rich Clune,LW
2016-2017,Frank Corrado,D
2016-2017,Travis Dermott,D
2016-2017,Jhonas Enroth,G
2016-2017,Eric Fehr,C
2016-2017,Byron Froese,C
2016-2017,Jake Gardiner,D
2016-2017,Frederik Gauthier,C
2016-2017,Colin Greening,C
2016-2017,Seth Griffith,C
2016-2017,Justin Holl,D
2016-2017,Peter Holland,C
2016-2017,Nathan Horton,RW
2016-2017,Raman Hrabarenka,D
2016-2017,Matt Hunwick,D
2016-2017,Zach Hyman,C
2016-2017,Andreas Johnsson,LW
2016-2017,Nazem Kadri,C
2016-2017,Kasperi Kapanen,RW
2016-2017,Kasimir Kaskisuo,G
2016-2017,Leo Komarov,C
2016-2017,Brooks Laich,C
2016-2017,Brendan Leipsic,LW
2016-2017,Josh Leivo,LW
2016-2017,Tobias Lindberg,RW
2016-2017,Viktor Loov,D
2016-2017,Joffrey Lupul,LW
2016-2017,Alexey Marchenko,D
2016-2017,Martin Marincin,D
2016-2017,Mitchell Marner,C
2016-2017,Matt Martin,LW
2016-2017,Auston Matthews,C
2016-2017,Curtis McElhinney,G
2016-2017,Milan Michalek,LW
2016-2017,Trevor Moore,C
2016-2017,Andrew Nielsen,D
2016-2017,William Nylander,C
2016-2017,Steve Oleksy,D
2016-2017,Roman Polak,D
2016-2017,Brandon Prust,LW
2016-2017,Morgan Rielly,D
